Geneid	4N_ZFP821_WT_RNA_seq_rep1	4N_ZFP821_WT_RNA_seq_rep2	4N_ZFP821_KO_RNA_seq_rep1	4N_ZFP821_KO_RNA_seq_rep2
9430085M18Rik	20	23	21	32
Nkx6-1	112	105	196	151
Gm42132	0	0	0	0
Gm29982	3	1	2	0
Gm42131	0	0	0	0
Cycs-ps2	0	0	0	1
Gm3032	0	0	0	0
Gm36851	0	0	0	0
n-TDgtc1	0	0	0	0
Gm36740	0	0	0	0
Gm36793	4	0	0	0
Gm46917	1	3	5	2
Gpat3	151	164	159	171
Gm26286	0	0	0	0
Abraxas1	410	342	433	454
Mrps18c	468	488	788	668
Helq	697	806	1069	1041
Gm36619	27	22	30	28
Hpse	12	30	29	25
Coq2	329	384	574	558
Plac8	32	22	21	12
Cops4	7168	7949	8729	7962
Gm19620	1	0	0	0
Lin54	2010	2198	2038	2373
5430416N02Rik	55	47	74	82
Sec31a	5749	6135	7117	7512
Gm45913	0	0	0	0
Gm42128	0	0	0	1
Gm42129	0	0	0	0
Gm8091	22	31	25	19
Gm36304	1	3	1	1
2310034O05Rik	0	2	1	1
Gm36167	1	0	3	0
Tmem150cos	3	0	2	5
Tmem150c	39	33	34	45
Enoph1	1352	1396	1397	1443
Hnrnpdl	2043	2030	2976	3707
4930524J08Rik	50	61	95	84
Gm42127	312	305	406	478
Hnrnpd	1997	1984	2581	2709
Vamp9	42	57	65	93
Gm42126	1	4	3	6
Gm38413	0	0	1	0
Gm16226	2	10	6	5
Gm38691	158	168	143	129
4930405H06Rik	14	13	39	32
Gm35172	11	1	2	6
Gm35253	13	29	12	11
Gm42125	0	0	2	4
Gm35314	6	6	5	17
A930011G23Rik	1	2	1	2
Gm35394	0	0	0	0
Rasgef1b	52	85	94	110
Gm19873	0	0	0	0
Gm3470	0	0	0	0
Prkg2	0	5	2	3
Gm42123	1	1	1	0
Bmp3	0	0	0	0
Gm34563	0	0	0	0
Gm42122	14	14	37	25
1700010H22Rik	34	39	45	45
Gm24279	9	6	21	5
Gm34475	6	19	9	11
Mir703	27	32	26	28
Cfap299	1696	1898	1957	1937
Fgf5	1	0	1	2
A730035I17Rik	1830	2059	2606	2469
Prdm8	543	526	350	373
Gm8048	0	0	0	0
Gm42121	0	0	0	0
Gm8044	0	0	0	0
Gm8041	0	1	0	0
n-TKctt8	0	0	0	0
Gm42759	3	0	1	3
Gm34226	67	61	66	41
Antxr2	427	410	311	389
Gm34097	0	0	0	0
Gm34029	3	6	11	10
Gk2	21215	22792	22554	22743
4930467D21Rik	211	189	223	178
Naa11	2838	3029	3276	3028
Gm33969	1	1	0	1
Gm5560	0	0	0	1
Gm33609	3	7	18	7
Paqr3	852	813	999	995
Bmp2k	1620	1734	1681	1601
Gm46916	0	0	1	0
Gm8013	1	0	0	0
Gm33370	0	2	0	0
Gm24623	0	0	0	0
Gm33100	0	0	0	0
Anxa3	36	36	33	40
Gm32995	0	0	0	0
Gm52781	0	0	0	0
Gm33050	0	1	2	0
Fras1	387	436	400	432
Mrpl1	1127	1330	1553	1637
Gm52799	50	39	81	55
Cnot6l	956	1007	1296	1344
Gm7993	31	27	77	96
Cxcl13	0	0	0	0
Gm25937	0	0	0	0
Gm5559	0	0	0	0
E330014E10Rik	0	0	0	0
Pramel50	0	0	0	0
Gm7982	0	0	0	0
Gm3302	0	0	0	0
Pramel49	0	0	0	0
Gm6348	0	0	0	0
Gm3286	0	0	0	0
Pramel48	0	0	0	0
Gm46935	0	0	0	0
Gm7961	0	0	0	0
Pramel47	0	0	0	0
Pramel46	0	0	0	0
Gm6468	7	1	4	2
Gm16513	0	0	0	0
Pramel45	0	0	0	0
Gm7939	0	0	0	0
Gm6367	0	0	0	0
Gm3176	0	0	0	0
Gm7647	0	0	0	0
Gm42118	0	0	0	0
Gm3183	0	0	0	0
Gm46934	0	0	0	0
Gm7663	0	0	0	0
Gm6205	0	0	0	0
Pramel43	0	0	0	0
Pramel44	0	0	0	0
Pramel42	0	0	0	0
BC080696	0	0	0	0
Pramel41	0	0	0	0
AA792892	0	0	0	0
Pramel39	0	0	0	0
Pramel40	0	0	0	0
Pramel38	0	1	0	0
Pramel37	0	0	0	0
Gm6351	0	0	0	0
Gm3089	0	0	0	0
Pramel36	0	0	0	0
Gm6346	0	0	0	0
Pramel35	0	0	0	0
Gm7919	0	0	0	0
Pramel34	0	0	0	0
Pramel33	0	0	0	0
Gm18118	0	0	0	0
Kat2b-ps	1	0	0	1
Ccng2	149	182	262	323
Gm42116	0	0	0	0
2010109A12Rik	623	687	701	679
Gm2986	0	0	5	2
Ccni	11361	11995	12672	11666
Septin11	81	93	114	127
Gm22915	0	0	0	0
Sowahb	1	1	1	0
Gm52780	0	0	0	2
Gm25521	0	0	0	0
Gm6450	0	0	0	0
Gm36764	0	0	1	1
Mir1961	0	0	0	0
Shroom3	4374	4646	6141	6202
Ccdc158	4744	5114	4763	4837
Stbd1	8	10	9	13
Fam47e	1	1	3	3
Mir6415	0	0	0	0
Scarb2	47	43	48	77
Gm42114	27	42	33	32
Nup54	962	932	1108	1260
Gm2673	21	22	49	39
Cxcl11	0	0	1	0
Cxcl10	2	0	2	1
Art3	12580	13155	13818	12510
Cxcl9	9	9	11	12
Gm23031	1	0	0	0
Sdad1	5316	5371	6247	6855
Naaa	8	6	10	15
Ppef2	7	3	8	3
Gm42112	1	0	0	2
U90926	4	0	8	4
Gm42113	0	0	1	3
Gm25290	0	0	1	1
Gm15710	9	11	40	50
Uso1	1238	1416	1476	1846
LOC105246914	0	0	1	0
Gm46933	180	242	319	256
Gm42111	24	31	25	36
Gm22728	4	1	9	5
G3bp2	4746	4982	4580	5032
Gm46915	24	28	24	32
Cdkl2	6634	6916	6242	6101
Odaph	15	10	20	15
Thap6	66	87	117	135
Rchy1	1320	1442	1472	1417
Gm36357	0	1	0	0
Gm36303	3	2	12	11
Gm5558	0	0	0	1
Gm43596	0	0	0	0
Gm19649	0	0	0	0
1700063O14Rik	12	15	37	38
Gm7832	17	13	41	34
Trmt112-ps1	1	1	1	1
Gm36222	0	0	0	0
Parm1	2	2	7	4
LOC115490279	0	0	0	2
Gm42110	6	12	4	14
Btc	0	2	2	4
Gm19619	0	0	0	0
Gm23092	0	1	0	0
Areg	0	0	2	2
Ereg	0	0	0	0
Gm19610	0	1	3	1
Epgn	1	5	1	0
Gm52819	0	0	0	0
Mthfd2l	127	168	97	124
Cxcl2	3	0	1	3
Cxcl1	3	1	2	5
Rassf6	2	3	5	4
Gm42109	1	2	3	3
Albfm1	4	2	6	9
Gm2602	0	0	0	0
Afm	60	68	58	45
Afp	12	10	31	35
Alb	1	0	1	0
Gm35999	0	0	0	0
Gm9958	24	21	31	37
Ankrd17	6068	6600	7043	8122
Cox18	177	255	341	334
Gm35936	5	4	13	26
Eif5al3-ps	14	19	26	30
Gm25758	0	0	0	0
Gm42162	0	1	3	6
Adamts3	24	22	31	50
Gm7056	0	0	0	0
Npffr2	0	1	0	0
Gm6366	0	0	0	1
Gc	3	1	0	0
Gm35855	0	0	0	0
Mkrn1-ps1	8	8	9	20
Slc4a4	38	28	30	39
Dck	213	248	483	664
Gm15682	0	0	0	0
Mob1b	760	811	972	1158
Grsf1	4353	4604	4458	4618
Rufy3	715	759	1146	1229
Gm42107	293	273	372	323
Utp3	649	655	1015	954
Jchain	12	16	15	26
Enam	0	0	0	0
Ambn	0	0	0	0
Gm7721	0	0	0	0
Amtn	0	0	0	0
Prol1	0	0	0	0
1700041A01Rik	1	1	4	3
Gm7714	0	0	0	0
Gm7048	0	0	0	0
Gm42622	0	0	0	0
Smr2	0	0	0	0
Gm7709	0	0	0	0
Smr3a	0	0	0	0
Cabs1	900	884	1208	1478
BC051076	0	0	0	0
Csn3	0	0	0	0
BC037156	0	0	0	0
1700066N21Rik	12	4	7	5
Odam	0	0	0	0
Gm7337	482	575	411	437
Prr27	389	405	337	369
Csn1s2b	2	0	0	0
Csn1s2a	0	0	0	0
Gm24314	0	0	0	0
Gm25066	0	0	0	0
Csn2	0	0	0	0
Csn1s1	0	0	0	0
Gm21043	0	0	0	0
Mir3969	0	0	0	0
Sult1e1	3	2	10	4
Sult1d1	0	0	0	0
Sult1b1	0	0	0	0
Ugt2a2	0	0	0	0
Ugt2a1	0	0	0	0
Ugt2b38	0	0	0	0
Gm2439	0	0	0	0
Gm21049	0	0	0	0
Gm35570	0	0	1	0
Gm7652	0	0	0	0
Ugt2a3	0	1	0	0
Gm7646	0	0	0	0
Ugt2b37	0	0	0	0
Gm19418	0	0	0	0
Gm5717	1	0	0	1
Ugt2b5	0	1	0	0
Gm31230	0	0	0	0
Ugt2b36	0	0	0	0
Gm18635	0	0	0	0
Ugt2b35	2	0	2	0
Gm5869	5	3	8	15
Gm7631	0	0	0	0
Gm20121	0	0	0	0
Gm24121	0	0	0	0
Ugt2b1	0	1	0	0
Gm25211	0	0	0	0
Ugt2b34	2	0	0	0
Gm21461	0	0	0	0
Ythdc1	3034	3178	2613	3157
Tmprss11e	0	0	2	0
Tmprss11b	8	11	11	5
Tmprss11f	3	3	1	8
Tmprss11g	2	2	0	0
Tmprss11a	1	0	1	0
Gm35367	0	0	0	0
Tmprss11d	7	1	3	2
Gm25473	0	0	0	0
Tmprss11c	0	0	0	0
Gnrhr	0	0	0	0
Uba6	1673	1873	2367	2575
Gm24524	0	0	0	0
Stap1	19	16	32	21
Cenpc1	1991	2035	2237	2238
Gm24626	0	0	0	0
Gm35251	0	0	0	0
Gm21006	0	0	3	0
Gm20104	0	0	0	0
Gm42163	0	0	0	0
Hmgn2-ps1	6	11	4	17
Epha5	20	10	19	23
Gm4866	0	0	0	0
Gm2337	0	0	0	0
Gm24792	0	0	1	0
Gm25806	0	0	0	0
Gm25765	0	0	0	0
Tecrl	0	1	0	2
Gm52850	0	0	0	0
Gm43217	0	0	0	0
Gm24129	0	0	0	0
Mir1187	0	0	0	0
Rpl7-ps7	9	3	20	24
1700031L13Rik	182	172	134	112
Gm46946	1	4	0	3
Adgrl3	276	301	235	285
Gm18634	0	0	0	0
Gm2199	10	15	11	14
Gm22974	0	0	0	0
Gm24304	0	0	0	0
Gm23429	0	0	0	0
Gm18452	0	0	0	0
Gm25756	0	0	0	0
Mthfr-ps1	0	0	0	1
Gm34912	0	0	0	0
Gm31049	3	1	0	3
Gm22011	0	0	0	0
Pea15b	0	0	0	0
1700017L05Rik	80	78	84	75
Gm34728	0	0	0	0
Gm34648	12	8	12	11
Igfbp7	128	105	112	179
Polr2b	4941	5195	5905	6466
Noa1	576	596	910	905
Mir5098	2	3	12	7
Rest	1027	1122	1558	1955
Gm19060	0	0	0	0
Spink2	11124	11219	11531	9981
Gm34598	33	42	49	43
Chaer1	0	0	0	0
Gm15831	0	0	0	0
Hopxos	0	0	1	0
LOC115490297	0	0	0	0
Hopx	17	10	25	31
Gm51293	0	0	0	0
Thegl	1688	1845	2319	2079
1700112J05Rik	80	89	96	121
Arl9	127	138	180	167
Srp72	4237	4533	5085	5283
Paics	2793	3151	3285	3271
LOC115486295	78	92	162	174
Ppat	389	380	677	772
Aasdh	616	648	747	696
Gm52818	12	11	11	19
Gm34369	0	0	0	0
Gm7494	0	0	0	0
Cracd	31164	33868	34429	33149
Cep135	1241	1363	1182	1293
Exoc1	700	797	937	994
Gm7271	0	0	0	0
Gm34175	33	20	20	32
Nmu	1	0	1	1
4930432L08Rik	118	133	143	118
Pdcl2	8484	9080	8754	9071
Gm7467	19	18	60	71
Ube2n-ps1	19	20	49	45
Clock	1943	2030	1827	2211
Apc-ps1	32	48	44	39
Tmem165	857	970	1203	1190
Gm33938	4	6	2	14
Srd5a3	199	175	258	289
Gm6051	0	1	0	0
Gm32780	1	3	0	1
Gm32727	0	1	0	3
Kdr	36	21	23	26
Gm32558	0	0	0	0
Kit	1489	1440	2528	3541
Gm24502	0	0	0	0
Gm18345	0	0	0	0
Gm42799	0	0	0	0
Mir7025	0	0	1	0
Pdgfra	69	84	113	136
Olfr1401-ps1	0	0	0	0
Gm19583	90	91	135	116
Gm2040	0	0	0	0
Gsx2	0	0	2	2
Gm18593	0	0	3	2
Chic2	3627	3977	3929	4055
Gm52777	0	0	0	0
Gm52778	0	2	1	0
Gm6116	0	0	0	0
Gm52779	0	0	0	0
Gm17906	0	0	0	0
Gm15984	0	1	0	0
Gm32304	2	2	0	2
Lnx1	12	8	14	24
Fip1l1	2809	2921	3487	3529
Gm32064	0	0	3	0
Scfd2	452	489	782	705
Rasl11b	29	32	75	75
Gm32002	4	3	2	2
Snora26	0	0	0	0
Dancr	10	3	5	13
Gm52817	18	15	32	34
Usp46os2	164	159	203	189
Usp46os1	22	28	17	7
Usp46	1762	1800	1657	1464
1700019F05Rik	7	10	5	6
Gm34960	0	1	3	1
Spata18	1987	2032	2634	2551
Gm34902	102	92	138	110
Sgcb	2072	2024	1727	1749
Lrrc66	3	9	6	18
Dcun1d4	2641	2772	2340	2085
Gm15653	34	30	71	60
Cwh43	6	9	12	13
Gm35960	0	0	0	0
Gm34583	0	0	0	0
Gm34496	0	0	0	1
Ociad2	2	4	1	4
Ociad1	3612	3902	4618	4467
Gm40316	2	3	0	6
1700025M24Rik	43	53	48	56
1700071G01Rik	3	2	3	5
Fryl	2573	2744	2379	2274
Zar1-ps	0	0	0	1
Slc10a4	0	10	1	0
Slain2	10814	11469	10194	10425
Tec	14	8	11	22
Txk	4	10	17	11
Nipal1	2	6	3	4
Gm5297	2	4	5	14
Cnga1	3	0	3	4
Slc10a4l	2	4	2	3
Zar1	1	0	0	0
Gm34144	30	33	42	36
Nfxl1	1565	1659	1984	2248
Gm23712	0	0	0	0
Gm19560	0	0	0	0
Gm25768	0	0	0	0
Corin	409	422	371	359
Atp10d	305	347	387	344
Commd8	379	389	420	448
Gm15616	1	0	1	1
Gm15617	0	0	0	0
Gm38562	0	0	0	0
Gabrb1	14	9	4	8
Gabra4	30	28	13	53
Cox7b2	4094	4486	3973	3697
Gabra2	3	0	1	0
Gabrg1	1	0	1	1
Gm26072	0	0	0	0
Gm23067	0	0	0	0
Gm23661	0	0	0	0
Gm26044	0	0	0	0
Gnpda2	546	601	481	556
Guf1	166	211	249	336
Yipf7	7	16	4	13
Gm5867	0	1	0	3
Gm23932	0	0	0	0
Kctd8	0	0	0	0
Gm35703	0	0	0	0
Gm23605	0	0	0	0
LOC115490284	0	0	0	0
Grxcr1	0	0	0	0
Gm5108	0	5	1	1
4930425K10Rik	9	7	7	7
Gm15477	1	0	1	0
Gm52816	7	7	6	9
Gm46914	8	4	4	2
Gm15478	5	3	1	1
Atp8a1	192	177	195	246
Shisa3	2306	2317	1790	1929
C330024D21Rik	23	14	39	24
Gm20072	1	1	0	1
Gm40315	1	4	0	1
Gm33345	3	1	0	3
Bend4	761	748	1437	1974
Slc30a9	2203	2277	2466	2686
Tmem33	2063	2184	1963	2166
Gm40314	17	18	22	24
Gm33293	0	2	0	1
Gm33167	0	0	0	0
Phox2b	0	0	0	0
Gm33040	0	1	2	4
Gm21047	0	0	0	0
Gm6517	0	0	0	2
Gm52776	1	0	2	0
Limch1	219	231	216	280
Uchl1	969	1023	2025	2910
Uchl1os	3	8	3	12
Gm52775	0	0	0	2
Apbb2	112	104	179	222
Nsun7	5097	5424	5494	6173
Gm15794	0	0	2	0
Gm43772	0	0	0	0
1700126H18Rik	6	1	8	6
Gm22929	1	0	0	0
Gm26725	10	5	10	9
Rbm47	116	139	121	129
Gm40310	1	2	2	5
9130230L23Rik	0	3	4	4
4930480C01Rik	2	4	8	1
Chrna9	23	18	19	27
Gm32556	0	1	1	2
Gm32474	5	1	4	9
Rhoh	11	13	11	26
Gm3521	0	0	0	0
N4bp2	2952	2998	3037	3449
Gm46945	22	13	21	27
Gm24399	0	0	0	0
Pds5a	3043	3170	3459	3862
Gm40309	453	494	858	934
Ube2k	1524	1515	2087	2103
Smim14	3312	3707	3945	3883
Ugdh	48	45	51	71
Lias	2950	3026	2908	2920
Rpl9	5318	5275	6452	5786
Klb	119	126	124	134
Rfc1	6357	6701	6732	7853
Wdr19	3923	4337	3810	3523
LOC115490189	2	1	4	3
Klhl5	113	131	147	214
Tmem156	49	71	67	76
Gm32374	13	10	11	14
Mir574	0	0	0	0
Fam114a1	95	105	124	103
Tlr6	0	0	0	0
Tlr1	0	3	1	0
Gm21011	8	16	17	12
Gm31889	0	0	0	0
LOC115490263	0	0	0	0
Gm31684	0	1	1	1
Klf3	21	21	28	23
Gm38457	1	0	5	10
LOC105244755	0	0	1	0
Gm26761	0	0	0	0
Gm3716	18	27	24	44
Gm31423	1	1	3	4
Gm52815	9	8	1	2
C030018K13Rik	0	0	1	0
1700027F09Rik	28	19	12	31
Gm31363	0	0	0	0
Gm43837	28	21	19	16
Gm6044	5	2	22	15
Gm38634	65	54	58	80
Gm46913	20	18	35	26
Gm15824	0	0	0	0
Tbc1d1	10472	11257	14333	12745
Gm22559	0	0	0	0
Pgm2	7	7	15	7
5830416I19Rik	0	0	0	0
Gm25608	0	0	0	0
Rell1	21	21	26	30
0610040J01Rik	1	0	1	5
Gm3687	0	0	0	0
Nwd2	13	11	16	7
Gm30837	0	0	0	0
Dthd1	0	0	0	0
Arap2	216	233	220	403
Gm24079	0	0	0	0
Gm22273	0	0	0	0
Gm18344	0	0	0	0
G6pd2	149	141	121	136
Gm40308	0	2	1	0
Gm43383	0	0	0	0
Gm40307	0	0	1	0
Gm8182	0	0	0	0
Gm23708	0	0	0	0
Gm3372	0	0	0	0
Gm23331	0	0	0	0
Cbfa2t2-ps1	1	6	3	5
Gm42861	0	0	0	0
4933402J10Rik	576	600	753	755
Gm52849	0	0	0	0
Gm22308	0	0	0	0
Gm6632	331	363	229	238
Gm40306	0	0	1	0
4930459L07Rik	0	1	1	1
Gm22536	0	0	0	0
Gm17977	0	0	0	0
Pcdh7	73	67	57	57
Gm8121	5	8	15	12
4932441J04Rik	14	5	11	11
Gm6615	0	0	0	0
Gm18901	0	0	0	0
Gm8115	0	0	0	1
Gm3283	0	0	0	0
Gm23015	0	0	0	0
Gm24902	0	0	0	0
Gm23896	0	0	0	0
Gm30778	0	0	0	0
Gm20223	0	0	0	0
Gm15975	2	0	0	2
Gm25513	0	0	0	0
Gm24235	0	0	0	0
LOC115490282	0	0	0	0
Gm8069	3	1	6	0
Gm18451	0	0	0	0
Gm10440	0	0	0	1
Gm52846	0	0	0	0
Stim2	256	322	419	438
Gm30601	0	2	3	2
Gm40305	0	5	11	5
Tbc1d19	1081	1143	1090	1157
Cckar	0	3	3	0
Rbpj	692	754	1178	1489
Gm40304	0	0	0	0
Smim20	201	189	254	228
Gm40303	122	133	143	110
Gm30519	0	0	0	0
Gm30464	1	0	1	1
Sel1l3	4	10	3	18
Slc34a2	6695	7227	7747	7848
Gm17182	12	8	2	3
Gm30301	4	3	6	6
5033403H07Rik	0	0	0	0
Gm23532	0	0	0	0
Gm43664	0	0	0	0
Gm30241	0	0	0	0
Anapc4	1422	1601	1930	2219
Zcchc4	369	474	606	581
Pi4k2b	2122	2152	1877	1932
Sepsecs	1951	1956	1908	1832
Gm30178	0	0	0	1
8030423F21Rik	0	0	0	0
Gm5866	0	0	0	0
Lgi2	61	57	41	55
Gm3519	16	25	31	26
Ccdc149	2	2	3	6
Sod3	45	53	85	71
C130083M11Rik	1	0	1	0
9230114K14Rik	196	208	295	224
Dhx15	6006	6575	5689	6346
Mir6417	1	4	6	4
Gm40302	17	20	25	23
Ppargc1a	265	244	182	219
Gm29924	0	0	0	0
Gm4962	3	2	2	12
Gm36814	26	16	26	21
Gm36760	4	6	7	11
Gm7205	0	4	0	0
Gm22618	0	0	0	0
Mir8117	0	0	0	0
Gm40301	2	4	7	9
4930448I18Rik	35	27	36	32
Gm40300	0	0	0	0
Gm36702	1	6	3	2
LOC115490186	29	33	61	100
Adgra3	566	579	809	1095
Gm7988	1	1	0	0
Gm40299	1	1	9	7
Gm5555	3	1	5	9
Gm19932	0	0	0	0
Gm19031	0	0	1	1
Gm52772	0	1	3	5
5730480H06Rik	80	72	84	90
Kcnip4	227	236	273	248
Pacrgl	1538	1712	1537	1506
Mir218-1	0	0	0	0
Slit2	133	142	312	344
Gm3010	0	0	0	0
Gm17824	0	0	0	0
Gm7931	0	0	3	0
Gm40298	0	1	1	2
4930405L22Rik	2	4	3	8
Gm29036	0	0	0	0
Gm21020	73	83	56	70
Gm3414	0	0	0	0
Lcorl	4450	4860	3861	3892
Ncapg	3440	3834	3534	4076
1600023N17Rik	18	22	33	31
Gm43367	0	0	0	0
9630001P10Rik	0	0	0	5
Fam184b	25	18	33	43
Med28	3796	4164	5361	4988
Lap3	1583	1641	2124	2240
Clrn2	2	0	2	2
Qdpr	388	398	667	766
Gm46912	140	158	202	171
D5Ertd615e	4	0	4	4
4930431F12Rik	28	29	26	53
Gm36076	0	0	0	1
Ldb2	3	1	6	5
Gm40297	1	3	2	7
Gm36017	11	12	12	5
Gm5865	1	3	7	5
Gm40296	7	0	0	3
Gm35959	99	58	87	95
Tapt1	2143	2301	2166	2396
Gm42427	0	0	0	0
Gm35900	4	0	9	5
Prom1	2816	2956	2992	3221
Fgfbp1	0	0	0	0
Gm5292	0	0	0	0
Gm7882	20	20	40	27
Gm7879	2	9	7	8
Gm16015	13	17	19	16
Cd38	0	0	2	5
Bst1	0	0	1	3
Fbxl5	5868	6054	6158	5998
Gm35762	0	0	0	0
Cc2d2a	5	11	13	25
Gm15866	0	0	0	0
C1qtnf7	3	5	6	3
Gm43699	1	0	0	2
Cpeb2	11504	12150	10602	10330
Gm46911	5	3	1	1
Gm7854	70	33	82	66
Gm43700	5	7	9	2
Gm5554	46	27	24	52
Gm40295	0	0	0	4
Gm7181	0	0	0	0
Gm16223	0	0	0	0
Gm40294	0	0	0	0
Gm20156	0	0	1	0
Mir6414	0	0	0	0
Gm5298	2	0	2	3
Bod1l	2648	2847	2475	2456
Gm46910	0	0	0	0
Nkx3-2	0	0	0	0
Gm19004	0	2	4	6
Rab28	2261	2321	2561	2600
Gm35380	18	19	22	23
Gm4754	1	0	0	1
Gm23022	0	0	0	0
Gm2810	2	5	9	12
Gm35191	0	0	0	0
Gm7816	9	12	14	13
Hs3st1	31	27	31	32
Gm25377	0	0	0	0
4930513D17Rik	52	39	32	38
Gm5291	0	0	0	0
LOC115490181	0	0	1	2
Gm40292	25	11	10	16
Gm40293	0	3	7	8
Gm46937	6	3	4	8
Clnk	63	100	45	86
Gm22779	0	0	0	0
Zfp518b	351	316	546	806
Polr2d-ps2	0	0	0	0
Gm22249	0	0	0	0
Wdr1	1076	1168	1503	1762
Gm15796	0	0	0	2
Gm40290	8	7	5	1
Slc2a9	3	5	0	4
4930487D11Rik	6	1	4	3
Drd5	0	1	0	0
Gm26560	16	32	30	16
Gm34193	4	7	1	1
Otop1	19	20	23	36
Tmem128	1157	1253	1403	1334
Lyar	24457	25654	30955	31917
Zbtb49	1780	1838	2068	1890
Nsg1	2174	2348	2370	1884
Stx18	1427	1524	1831	1723
Gm40289	74	90	87	110
Gm20052	4	1	4	5
Gm40288	2	3	10	5
Gm33993	0	0	0	0
Msx1os	0	0	0	0
Msx1	1	0	1	7
Gm40286	0	0	2	0
Cytl1	18	30	40	40
Stk32b	10	16	11	16
Gm15732	0	0	0	0
Evc2	49	80	74	84
Gm42935	0	0	0	1
Evc	3	8	20	20
Crmp1	34	22	30	38
Gm1043	20	26	54	28
Gm21042	1	1	0	0
Jakmip1	434	409	551	507
Gm52814	0	1	2	0
Wfs1	70	86	197	223
Gm52813	0	4	1	3
Ppp2r2cos	5	3	4	5
Ppp2r2c	79	114	143	244
Gm52812	2	2	8	8
Man2b2	10893	11640	13444	11597
Mrfap1	4890	5341	7967	8383
Gm40318	4	10	5	6
Bloc1s4	597	666	936	783
Gm33114	0	0	0	0
Gm33017	0	0	0	0
Gm32725	0	2	2	1
Gm25767	0	0	0	0
Gm24878	1	0	0	2
Gm32584	3	2	1	9
D5Ertd579e	752	807	916	948
Gm32528	58	57	113	100
Tbc1d14	2906	3171	3933	3771
Ccdc96	7284	7800	9397	9496
Tada2b	2956	3091	3343	3505
Grpel1	2028	2218	3261	2822
2210406O10Rik	20	20	40	40
Mir7689	0	0	0	0
Psapl1	0	0	0	0
Gm31945	3	2	2	1
Gm32119	9	3	9	9
Gm32183	32	38	19	36
Gm52810	0	0	0	0
Gm52811	0	0	0	0
Sorcs2	314	350	344	369
H2af-ps1	0	3	0	2
Afap1	820	808	1090	1000
Ablim2	39	33	56	96
Gm31888	0	0	0	1
Sh3tc1	17	20	20	16
Htra3	31	46	59	92
Acox3	4784	5069	5629	4803
4931431C16Rik	664	707	738	825
Trmt44	693	718	1049	923
Plk-ps1	3	6	3	5
Cpz	2	4	5	7
Gm40283	4	4	8	4
A930033C23Rik	14	11	19	21
Hmx1	2221	2244	4095	3002
E130018O15Rik	12	13	37	40
Gm52798	129	122	141	132
4930478P22Rik	1185	1253	1326	1281
Gm31656	0	0	0	0
Adra2c	14	16	39	50
Gm40281	3	0	1	2
Gm31601	0	0	0	0
Lrpap1	3650	3910	6188	5392
Dok7	972	960	1208	1258
Hgfac	6	7	22	15
Mir3097	1	0	0	3
Rgs12	4487	5039	6511	6161
Msantd1	102	89	176	165
Htt	9963	10630	11808	11213
Mir467g	0	0	0	0
Grk4	4440	4593	5769	5550
Gm15522	15	23	23	17
Nop14	2327	2455	2709	3077
Mfsd10	79	79	256	283
Mir7036b	2	2	6	11
Add1	1019	1201	1716	1831
Gm22847	2	4	5	5
Sh3bp2	63	71	127	165
Tnip2	108	133	251	270
LOC115490295	0	0	0	0
Fam193a	9254	9773	10520	10399
Rnf4	2191	2386	3236	3273
A830049F12Rik	587	585	756	638
Gm5553	0	0	1	0
Cfap99	3068	3282	4054	3483
Zfyve28	119	149	205	344
Mxd4	1736	1925	2916	2793
Gm25918	0	0	0	1
Haus3	665	708	555	667
4930557J02Rik	1	0	3	1
Poln	908	1023	1229	1165
Nat8l	73	98	158	218
Gm1673	967	968	1727	1326
Gm30802	75	67	97	119
Mir7024	0	0	0	0
Nelfa	2838	2940	3328	3028
Gm52782	11	6	6	11
Nsd2	10272	10712	12085	12798
Gm30708	0	0	0	1
Gm10059	0	0	1	0
Letm1	2326	2572	3406	3054
Fgfr3	436	475	784	644
Tacc3	3103	3416	5316	5355
Tmem129	2447	2500	3248	2688
Slbp	3239	3417	4292	4278
Gm9903	2138	2314	2288	1988
Fam53a	799	908	1430	1421
Nkx1-1	21	19	65	56
Uvssa	1877	1970	2736	2498
Maea	4061	4201	5869	5746
Gm20465	0	0	0	0
LOC115486406	2	1	0	2
Ctbp1	884	948	1312	1339
Spon2	0	0	0	2
Slc5a1	0	1	2	10
LOC115490278	0	0	0	0
Rpl35a-ps5	0	0	1	0
Gm40278	118	111	160	138
Gm29892	30	33	47	31
Ywhah	625	744	815	868
Gm24003	2	2	2	5
Depdc5	4016	4384	4810	4527
Gm2623	0	2	1	0
Prr14l	2764	3052	3225	3799
Pisd	564	549	1119	981
Gm52771	6	5	18	18
Gm2420	93	100	108	134
Yes1	1562	1768	1710	1968
Gm10461	599	649	796	725
Gm42964	0	0	0	0
Gm15614	0	0	1	0
Ppp1cb	2635	2831	2796	2992
Gm5864	0	0	2	0
Gm36840	0	0	1	0
Plb1	548	537	603	646
Gm36783	1	0	0	4
Gm9555	0	0	0	0
Gm36732	20	6	24	13
Gm26335	0	0	0	0
Fosl2	101	103	193	249
Gm36665	0	0	0	0
Gm51292	0	0	0	3
Gm40277	11	24	9	10
Gm52770	0	0	0	0
Babam2	1568	1698	1821	1690
Mir3473e	0	2	3	2
Rbks	301	311	443	381
Mrpl33	443	443	801	687
Gm38424	5	15	18	14
AI839979	0	1	0	1
Slc4a1ap	1473	1605	2388	2277
Supt7l	430	459	611	584
